pages_viewed,time_spent_sec,previous_visits,products_viewed,added_to_cart,device_type,previous_purchases,purchase
1,25.8,2,3,0,mobile,0,0
7,75.0,2,2,0,mobile,1,0
5,43.8,2,2,0,tablet,0,0
7,159.8,0,6,0,desktop,2,1
4,26.7,1,6,0,mobile,1,0
7,29.3,3,3,1,tablet,3,0
4,39.7,1,3,0,tablet,0,0
6,52.3,1,4,1,mobile,0,0
3,35.4,0,4,0,desktop,0,0
5,72.2,3,5,1,mobile,1,0
8,78.2,1,2,1,mobile,0,0
7,200.4,0,1,0,mobile,0,0
8,45.2,2,4,0,desktop,2,0
7,53.9,1,1,0,desktop,1,0
3,152.2,2,3,0,mobile,0,0
1,175.8,1,3,1,desktop,0,0
5,110.4,2,5,0,desktop,0,1
6,151.5,2,2,1,desktop,1,1
3,15.9,6,4,0,mobile,1,0
4,186.4,4,3,0,tablet,0,0
7,96.4,2,2,0,mobile,1,0
10,155.5,3,4,0,mobile,1,1
7,119.3,0,3,0,tablet,5,0
5,70.1,0,2,0,desktop,4,0
3,134.0,0,1,1,desktop,3,1
7,61.6,1,0,0,mobile,0,0
8,398.3,3,0,0,desktop,0,1
3,23.3,4,4,0,tablet,0,0
7,183.0,1,2,1,mobile,1,0
9,127.1,2,1,0,mobile,0,0
5,99.5,2,2,0,mobile,1,0
7,51.6,3,1,0,mobile,0,0
7,131.8,1,7,0,desktop,1,0
2,96.9,1,3,0,mobile,0,0
8,20.2,1,1,0,mobile,1,0
7,159.5,2,2,0,mobile,0,0
6,134.9,2,1,1,desktop,1,0
4,44.6,1,6,0,mobile,0,0
8,206.8,2,2,1,desktop,0,1
5,198.5,3,8,1,desktop,1,1
3,33.1,1,0,0,desktop,1,0
8,135.4,1,1,0,desktop,1,0
6,174.2,1,1,0,tablet,1,0
9,25.4,3,1,1,desktop,0,0
8,11.7,5,3,0,tablet,1,1
6,81.6,1,2,1,mobile,0,0
5,63.4,4,5,0,desktop,1,0
4,95.0,3,2,0,mobile,0,0
10,297.0,1,3,1,desktop,0,1
5,177.4,2,2,0,desktop,3,1
9,54.4,5,6,0,mobile,0,0
5,115.1,0,6,0,desktop,1,0
3,105.4,2,4,0,desktop,3,0
3,195.3,2,7,0,desktop,1,1
6,182.2,2,1,0,mobile,2,0
9,94.4,2,4,1,mobile,1,0
6,155.0,3,5,0,desktop,2,0
7,219.7,2,2,0,mobile,1,1
4,161.8,3,3,0,desktop,0,0
6,53.4,2,2,1,tablet,0,0
9,54.7,0,4,0,mobile,1,0
5,20.7,2,0,1,desktop,3,1
6,51.6,2,5,0,desktop,1,0
2,57.1,1,2,0,mobile,0,0
6,7.9,4,1,0,tablet,0,0
7,36.7,1,1,0,mobile,1,0
4,29.5,3,2,1,mobile,0,0
7,69.0,4,1,0,desktop,1,0
6,108.5,4,6,1,desktop,1,0
6,50.0,0,4,0,mobile,0,0
7,271.5,1,2,0,mobile,2,1
7,36.0,3,3,0,mobile,1,0
8,6.1,1,4,0,tablet,1,0
7,91.1,1,2,0,mobile,1,1
6,170.3,3,3,0,desktop,0,1
7,66.7,2,2,0,mobile,0,0
7,73.0,2,2,0,desktop,0,1
6,329.8,3,3,0,desktop,0,1
11,180.3,0,3,0,mobile,2,1
5,116.4,0,3,1,mobile,1,0
9,95.4,1,2,1,mobile,2,1
7,10.4,2,1,1,desktop,0,0
5,232.9,1,4,0,tablet,1,1
6,96.1,0,0,0,tablet,1,0
5,25.6,1,5,0,mobile,2,0
7,150.2,0,5,1,desktop,0,1
3,185.0,2,0,0,mobile,0,0
3,71.3,3,2,0,tablet,0,0
10,59.0,0,2,1,desktop,1,0
2,84.6,2,2,0,tablet,0,0
4,48.7,1,3,1,mobile,1,0
5,35.0,2,2,0,desktop,1,0
4,91.8,1,4,0,desktop,1,0
3,179.1,1,4,0,mobile,1,0
7,309.7,0,1,1,tablet,0,1
3,96.2,1,3,1,mobile,0,0
8,273.1,1,3,0,tablet,1,1
11,33.9,0,2,1,desktop,0,1
2,173.7,0,5,0,desktop,0,0
3,70.2,2,3,0,mobile,1,1
5,391.1,2,4,1,mobile,0,1
5,54.0,4,3,0,desktop,1,0
9,115.9,0,3,1,desktop,1,1
7,18.7,3,6,0,tablet,1,0
3,65.2,3,0,1,mobile,2,0
7,198.1,1,4,0,desktop,0,1
9,169.0,4,4,0,desktop,3,1
9,116.8,0,0,0,tablet,0,0
3,174.8,1,1,0,mobile,2,1
6,89.2,4,1,0,mobile,1,0
5,291.9,2,3,0,mobile,1,1
4,17.3,2,2,0,desktop,0,0
9,114.0,1,3,1,desktop,0,0
4,21.2,4,0,1,mobile,1,0
8,37.2,1,4,1,mobile,2,0
3,60.9,1,8,0,desktop,1,0
2,72.1,2,7,0,mobile,1,0
6,90.4,1,3,0,mobile,0,0
5,91.3,1,4,0,mobile,0,0
5,57.5,4,2,0,mobile,0,0
5,97.7,1,3,0,mobile,1,0
4,28.7,2,2,0,desktop,0,0
1,183.1,2,2,0,mobile,1,0
3,154.0,1,8,1,mobile,1,0
4,289.0,4,3,1,desktop,0,1
5,134.7,0,0,1,desktop,1,0
3,147.3,0,5,1,mobile,0,0
7,145.3,2,2,0,mobile,1,0
6,44.7,2,2,0,mobile,0,0
2,113.2,2,3,0,mobile,2,0
9,67.5,2,9,0,mobile,2,0
7,122.4,1,2,0,desktop,1,1
2,137.7,4,3,0,mobile,0,0
10,167.3,2,5,0,mobile,0,1
4,144.8,3,1,1,mobile,1,1
10,147.7,3,3,0,desktop,0,0
5,71.2,1,3,0,mobile,0,0
4,140.3,2,3,1,mobile,1,1
8,101.9,2,2,0,mobile,0,0
6,220.0,1,2,1,desktop,2,1
7,77.3,2,6,0,desktop,1,0
4,22.4,2,4,1,mobile,0,0
8,53.0,1,1,1,mobile,1,0
6,35.5,2,4,0,mobile,1,0
9,125.1,2,6,0,mobile,2,0
8,180.6,2,4,1,tablet,1,1
4,31.1,0,2,1,mobile,1,0
6,152.7,1,2,0,mobile,0,0
10,144.6,2,4,0,mobile,1,0
6,279.3,2,2,1,desktop,0,1
7,204.2,0,5,0,desktop,0,0
5,53.1,1,4,1,desktop,0,1
7,71.7,3,4,0,desktop,1,0
7,77.4,1,3,0,desktop,0,0
6,252.8,2,1,0,mobile,0,1
7,292.0,2,2,0,mobile,4,1
5,140.6,1,4,0,tablet,1,1
5,25.0,2,3,0,mobile,0,0
8,86.2,2,4,1,mobile,0,0
8,377.4,3,1,1,tablet,0,1
6,104.3,2,5,1,mobile,0,0
4,96.3,1,0,0,mobile,2,0
4,229.1,2,5,0,desktop,0,0
4,18.5,1,2,1,mobile,0,0
3,26.5,1,2,0,mobile,1,0
7,246.2,0,2,0,mobile,2,0
4,158.1,2,2,0,mobile,1,0
4,154.1,3,2,0,mobile,0,0
12,13.7,2,1,0,desktop,3,0
5,57.4,0,3,0,desktop,0,0
11,143.8,1,5,0,mobile,3,1
9,34.8,2,3,0,mobile,4,0
4,135.9,2,4,1,tablet,0,1
8,35.8,3,0,1,mobile,0,0
6,22.8,2,2,0,desktop,0,0
4,139.9,1,5,0,desktop,0,0
6,104.6,1,1,0,mobile,0,0
7,87.2,2,1,0,mobile,2,0
6,94.0,4,3,0,desktop,0,0
6,94.1,0,0,0,desktop,1,0
3,16.7,1,4,1,desktop,1,0
7,179.9,2,5,0,desktop,0,0
6,236.3,2,1,0,desktop,1,0
5,310.9,5,3,0,mobile,1,1
8,122.7,2,3,1,desktop,0,1
6,22.8,2,3,0,mobile,1,0
7,175.9,1,5,0,tablet,1,1
7,109.3,0,1,0,desktop,1,0
7,115.8,1,5,0,mobile,1,0
4,44.4,1,6,0,mobile,0,0
6,135.5,3,3,0,mobile,3,0
5,180.0,0,4,0,mobile,0,0
9,110.2,8,4,0,mobile,2,1
4,65.2,3,4,0,desktop,0,0
3,69.9,2,4,1,mobile,1,0
2,118.1,1,3,0,desktop,0,0
8,67.2,2,2,0,mobile,0,0
4,32.2,3,2,0,desktop,3,0
3,173.8,2,4,0,desktop,2,0
5,100.6,3,3,1,mobile,1,1
7,111.5,0,3,0,mobile,2,0
3,55.0,1,2,1,mobile,1,0
8,32.1,1,7,0,desktop,1,0
5,47.0,2,3,0,tablet,1,0
11,62.0,2,7,0,mobile,1,0
9,66.5,4,2,0,mobile,1,1
7,88.0,3,1,1,desktop,0,0
8,196.3,2,4,1,mobile,2,1
4,161.5,2,1,0,mobile,1,0
5,152.4,1,3,0,mobile,2,0
9,33.5,0,5,0,mobile,1,0
6,145.6,3,2,0,mobile,1,0
5,192.8,2,6,0,mobile,0,1
5,66.0,0,1,0,desktop,2,0
6,31.4,2,3,0,desktop,2,0
6,138.0,3,3,0,mobile,1,0
5,159.4,3,2,0,mobile,1,0
4,95.1,2,0,1,mobile,0,0
7,178.1,3,4,0,desktop,0,0
9,100.4,3,4,0,desktop,1,0
6,41.7,1,3,0,mobile,3,1
6,99.2,2,7,0,mobile,1,0
4,108.4,1,1,1,desktop,1,1
6,93.8,1,5,1,desktop,1,1
6,25.1,1,1,0,desktop,1,0
11,272.2,1,3,0,mobile,0,1
5,376.3,2,3,1,desktop,2,1
5,79.4,0,6,0,mobile,1,0
10,86.0,1,3,1,mobile,1,1
6,100.0,5,6,0,mobile,1,1
5,90.0,2,5,0,desktop,1,0
3,42.6,1,1,1,tablet,0,0
5,169.0,2,1,0,mobile,1,0
5,174.8,1,2,1,tablet,0,1
6,88.3,3,1,0,desktop,2,0
3,83.8,1,6,1,mobile,2,1
9,81.9,1,5,0,desktop,0,0
4,166.0,3,6,0,mobile,1,0
6,98.3,2,1,0,mobile,2,0
5,78.6,2,2,0,mobile,3,0
6,32.1,2,0,1,mobile,1,1
8,184.8,0,2,1,desktop,1,1
7,51.5,0,3,0,desktop,2,0
8,31.4,1,5,0,mobile,0,0
4,146.1,3,3,0,mobile,0,0
9,97.4,3,5,0,desktop,1,0
4,389.4,1,2,1,desktop,1,0
7,27.4,1,4,0,mobile,3,0
7,59.6,1,2,1,mobile,4,0
7,145.9,0,4,0,mobile,0,0
4,93.6,3,1,1,desktop,0,0
2,109.7,1,1,0,desktop,1,0
7,109.5,4,2,1,mobile,0,0
6,17.7,5,3,0,desktop,0,0
3,115.0,1,3,1,mobile,1,1
5,161.9,4,3,0,desktop,2,0
11,45.3,3,6,1,desktop,0,0
4,47.9,3,2,1,desktop,0,0
12,67.5,0,4,1,desktop,0,1
3,30.5,4,3,0,mobile,1,0
4,40.7,6,1,0,mobile,5,1
4,101.5,1,2,0,desktop,4,0
3,222.8,3,2,0,desktop,0,1
4,61.4,0,0,0,mobile,0,0
7,288.4,1,0,1,tablet,2,1
7,60.5,3,6,0,mobile,3,0
8,172.4,2,2,0,mobile,2,1
4,50.4,4,3,1,mobile,1,0
6,127.2,1,1,1,tablet,2,1
3,263.0,1,7,1,mobile,0,0
6,148.7,5,3,0,tablet,0,0
5,86.3,1,2,1,desktop,0,0
2,82.0,0,2,0,mobile,1,0
4,128.5,2,3,0,desktop,0,0
4,158.4,1,4,0,desktop,3,0
9,171.2,5,2,0,desktop,0,0
11,102.6,2,4,0,mobile,1,0
5,124.9,5,3,0,mobile,0,0
6,48.5,4,4,1,mobile,1,0
7,137.2,2,5,1,mobile,0,1
4,51.1,1,2,1,mobile,2,0
12,110.7,2,3,1,desktop,1,1
6,73.5,2,2,0,mobile,1,1
6,244.9,4,3,0,mobile,2,1
4,101.9,1,2,0,mobile,1,0
8,262.5,0,3,0,tablet,2,1
3,94.5,4,4,0,desktop,1,0
6,292.9,1,8,0,desktop,0,1
5,141.8,4,1,1,mobile,0,1
7,18.9,1,3,1,mobile,2,0
5,74.7,5,3,0,desktop,1,1
6,55.4,1,3,0,desktop,2,0
4,32.8,1,2,0,mobile,1,0
6,52.8,0,6,1,desktop,1,0
7,63.0,1,1,0,mobile,1,0
4,20.7,4,3,0,mobile,3,0
8,85.1,3,5,0,desktop,0,0
5,137.2,3,5,1,tablet,2,1
3,395.9,2,3,0,mobile,0,1
13,229.1,3,3,1,desktop,2,1
5,82.7,2,3,0,desktop,0,0
3,99.9,1,4,0,desktop,0,0
8,146.5,5,2,0,mobile,1,0
2,87.6,1,1,0,desktop,1,0
1,103.4,1,6,0,desktop,1,0
4,52.8,1,3,1,mobile,0,0
11,96.9,0,5,0,desktop,0,0
3,107.0,2,4,0,mobile,1,0
10,33.8,6,3,0,mobile,2,0
4,143.8,2,3,0,mobile,0,0
7,148.8,2,2,0,desktop,2,0
6,153.1,2,2,0,mobile,2,0
4,53.7,2,2,0,desktop,0,0
9,262.8,5,2,0,mobile,0,1
5,75.2,0,2,0,desktop,0,0
6,36.7,1,3,0,desktop,0,0
5,250.9,2,5,0,tablet,1,1
5,43.6,3,3,1,mobile,2,0
4,122.5,1,2,0,mobile,1,0
6,60.9,1,5,0,desktop,1,0
4,24.2,3,4,1,mobile,1,0
8,42.4,4,5,1,mobile,2,0
3,231.8,1,7,0,desktop,0,0
8,100.5,3,3,1,mobile,2,1
5,65.8,2,2,0,mobile,1,0
4,79.3,0,2,0,desktop,1,1
4,37.7,2,4,0,mobile,0,0
9,49.3,2,3,0,desktop,0,0
11,171.9,1,2,0,mobile,2,1
6,115.1,1,3,1,mobile,0,1
9,96.5,3,9,0,mobile,0,0
2,84.7,1,1,1,desktop,1,0
7,21.0,2,5,1,mobile,0,0
3,90.2,3,7,1,tablet,3,1
5,172.0,2,4,1,desktop,0,1
5,59.8,0,1,1,desktop,0,0
9,91.2,3,2,1,mobile,2,1
8,9.4,1,3,0,desktop,1,0
5,218.2,1,9,0,desktop,2,0
8,265.0,1,2,0,mobile,0,1
6,263.9,2,1,0,desktop,0,0
8,23.2,1,1,1,tablet,0,1
4,182.0,0,1,0,mobile,0,0
5,189.1,3,1,0,desktop,0,1
9,95.4,0,7,0,tablet,1,0
8,73.1,3,2,0,mobile,1,0
3,181.1,1,2,1,mobile,0,0
3,104.8,2,3,0,desktop,1,0
7,49.0,1,2,1,tablet,2,1
9,156.0,2,5,0,tablet,0,0
5,213.4,2,2,0,mobile,0,0
7,172.0,4,3,0,desktop,1,1
9,179.4,2,2,0,desktop,4,1
7,37.3,4,2,0,mobile,0,1
5,64.5,0,4,0,desktop,0,0
7,116.5,1,2,0,desktop,0,0
7,246.7,2,2,0,mobile,1,1
5,50.5,1,8,0,mobile,0,0
5,238.2,3,4,1,mobile,0,0
6,17.5,2,4,0,mobile,5,0
10,218.5,2,4,0,desktop,0,1
6,205.5,5,2,0,desktop,1,0
7,334.6,1,6,1,mobile,2,1
10,188.1,2,1,0,desktop,0,0
4,124.1,2,5,1,mobile,0,0
11,73.8,1,2,1,mobile,0,0
8,66.9,3,0,0,mobile,0,0
7,93.0,2,1,0,mobile,0,0
6,69.8,2,4,0,desktop,2,0
6,156.0,2,2,0,mobile,2,1
10,185.0,2,2,0,desktop,0,0
8,47.4,2,4,0,mobile,0,0
8,191.5,1,1,1,tablet,0,0
6,130.4,2,2,0,mobile,0,0
3,78.0,4,4,0,desktop,0,0
6,215.3,1,2,1,mobile,1,1
5,53.7,1,3,0,mobile,3,0
8,32.3,2,3,0,mobile,3,0
4,51.5,3,4,1,mobile,2,1
4,64.5,6,3,0,mobile,4,0
7,209.5,1,3,0,mobile,1,1
4,202.7,5,2,1,mobile,3,1
6,101.2,1,3,0,desktop,1,0
4,14.5,6,4,0,mobile,1,0
9,56.2,1,3,0,mobile,3,0
4,313.2,1,3,1,mobile,2,1
8,177.0,5,2,0,mobile,3,0
6,13.4,3,4,1,mobile,1,0
7,7.5,0,4,0,tablet,0,0
5,171.8,1,5,1,mobile,2,0
7,241.9,5,3,0,mobile,0,1
8,40.5,2,4,0,mobile,1,0
11,54.2,1,2,0,mobile,1,1
8,197.9,1,0,0,mobile,1,0
7,78.2,2,2,0,desktop,2,0
5,86.7,3,3,1,desktop,2,0
7,83.5,4,2,1,mobile,2,0
3,109.1,0,3,0,desktop,1,0
3,126.3,3,8,1,mobile,1,1
4,330.8,0,4,1,mobile,2,1
10,73.3,1,1,0,desktop,2,0
5,86.4,1,3,1,mobile,1,0
8,37.0,1,5,0,desktop,2,0
9,108.2,3,4,0,desktop,0,0
7,208.2,2,8,0,tablet,1,1
4,53.6,2,1,0,desktop,1,0
7,47.1,3,2,0,desktop,2,0
4,195.7,2,3,0,mobile,3,0
8,125.8,3,4,0,mobile,2,0
7,47.5,0,2,1,tablet,1,1
3,112.6,0,3,0,desktop,1,0
2,43.7,4,3,0,desktop,2,0
3,75.9,1,2,0,mobile,0,0
6,81.7,4,3,0,tablet,2,0
5,193.7,5,1,0,mobile,0,1
6,149.4,1,0,0,desktop,1,0
9,201.8,2,2,1,mobile,4,0
5,74.9,1,2,1,mobile,1,1
7,139.4,1,5,1,mobile,0,1
4,20.0,1,2,0,desktop,1,0
5,45.9,0,6,0,desktop,0,0
9,31.8,1,1,0,mobile,1,0
6,174.2,2,3,1,desktop,1,1
8,293.6,1,4,0,desktop,0,1
3,84.6,2,3,0,desktop,1,0
6,147.1,1,2,0,desktop,2,0
11,144.5,6,0,1,desktop,0,1
5,275.1,2,3,0,desktop,0,1
6,75.9,4,2,0,desktop,3,0
4,106.0,2,3,0,desktop,1,0
4,47.3,0,2,1,mobile,2,0
9,34.6,2,1,0,mobile,1,0
4,160.7,3,3,0,mobile,3,1
8,56.1,1,2,0,desktop,2,0
9,58.7,2,2,0,mobile,3,1
5,136.7,3,5,0,mobile,3,0
6,80.6,2,4,1,mobile,2,1
7,163.1,1,3,1,mobile,0,1
2,165.4,1,4,0,tablet,4,0
3,113.4,2,2,0,tablet,1,0
4,104.1,1,3,0,desktop,2,0
5,289.8,1,2,0,mobile,2,1
5,89.6,2,0,0,mobile,1,0
5,170.3,3,0,0,mobile,1,0
4,43.7,3,4,0,desktop,1,0
6,102.2,3,1,1,mobile,1,0
6,171.1,1,2,0,desktop,2,0
3,49.1,0,1,0,desktop,0,0
7,93.8,0,3,0,mobile,0,0
4,99.9,2,3,1,desktop,1,0
5,51.7,5,2,0,mobile,1,0
4,59.0,2,6,0,mobile,0,0
7,42.7,1,5,1,desktop,2,1
5,12.2,5,2,0,desktop,2,0
2,44.6,4,5,0,tablet,1,0
10,112.7,0,2,1,mobile,2,1
8,61.0,2,5,1,mobile,2,0
6,94.5,2,7,0,desktop,1,0
5,104.9,3,5,0,mobile,1,0
3,83.6,2,4,1,mobile,1,0
5,169.2,1,3,0,desktop,0,1
6,356.8,1,3,0,desktop,1,1
5,45.0,2,2,0,desktop,3,0
7,193.5,4,1,1,desktop,3,1
4,51.9,1,3,1,mobile,0,0
8,129.6,0,3,1,desktop,0,0
6,31.6,3,3,0,mobile,2,0
7,122.7,3,1,0,tablet,0,0
8,72.4,1,2,0,tablet,2,0
3,70.9,3,1,1,desktop,1,0
7,112.5,2,1,0,desktop,2,1
5,40.7,0,2,0,mobile,2,0
7,40.5,0,4,0,mobile,0,0
4,74.7,2,3,0,mobile,0,0
7,190.0,2,4,0,mobile,1,1
9,76.3,2,7,0,mobile,1,0
4,361.6,1,4,0,desktop,1,1
8,430.4,3,3,1,mobile,0,1
16,93.1,1,2,0,mobile,1,0
8,282.8,2,5,0,mobile,1,1
7,46.2,2,3,0,mobile,1,0
4,101.6,2,1,0,desktop,0,0
3,116.2,1,2,0,mobile,2,0
6,149.3,2,2,1,mobile,0,0
7,26.6,4,1,0,desktop,1,0
7,110.7,1,5,0,mobile,0,0
5,229.8,4,1,0,desktop,1,1
2,10.9,2,2,1,mobile,0,0
7,48.9,1,1,1,mobile,0,0
9,233.4,2,2,1,desktop,2,1
3,59.8,1,2,0,mobile,1,0
3,108.0,2,0,0,desktop,1,1
3,132.6,2,4,0,desktop,1,1
6,49.1,3,3,0,mobile,3,0
8,35.3,4,8,0,desktop,1,0
8,83.3,1,6,0,desktop,0,0
10,203.8,1,4,1,tablet,0,1
5,111.4,0,2,0,desktop,1,0
8,36.1,0,5,0,mobile,2,0
6,171.2,2,4,1,desktop,1,1
8,38.0,2,3,0,mobile,2,0
8,130.0,0,4,1,desktop,0,0
4,86.7,3,3,0,desktop,0,0
6,68.5,2,1,0,desktop,0,0
6,79.9,1,4,0,mobile,0,0
6,88.7,5,3,0,desktop,0,0
6,95.1,2,4,0,tablet,3,0
9,116.3,1,3,0,desktop,3,1
3,189.4,3,3,0,desktop,0,0
7,308.3,5,1,1,mobile,2,1
7,97.8,2,0,0,mobile,0,0
7,175.2,1,4,0,mobile,2,0
2,106.5,2,3,0,mobile,1,0
11,76.1,3,1,1,mobile,0,0
6,120.5,1,3,0,desktop,0,0
4,26.3,1,3,0,mobile,0,0
1,43.5,0,5,0,desktop,0,0
8,33.5,3,2,0,mobile,2,0
5,115.7,1,4,0,tablet,1,0
7,14.5,2,1,0,desktop,1,0
5,30.1,2,3,0,mobile,1,0
3,18.8,2,4,0,desktop,2,0
5,99.2,3,3,0,desktop,0,0
10,67.6,2,2,0,mobile,0,0
5,80.4,2,1,0,desktop,2,0
6,130.2,4,6,0,mobile,2,0
9,91.8,0,2,0,mobile,2,0
3,73.6,2,4,1,mobile,2,0
3,14.1,1,3,0,tablet,1,0
6,130.3,2,4,0,tablet,2,0
5,12.9,3,2,0,tablet,2,0
9,112.0,4,3,1,mobile,0,1
7,562.2,0,2,0,desktop,0,1
10,146.3,1,8,0,desktop,1,0
8,56.1,1,4,0,mobile,1,0
3,184.3,1,3,0,mobile,1,1
9,341.8,4,3,0,desktop,2,1
4,205.6,3,5,1,mobile,2,1
6,251.9,2,0,0,desktop,0,0
5,46.0,3,2,1,desktop,4,1
6,68.9,3,4,0,desktop,1,0
5,162.0,3,3,0,desktop,0,0
9,90.1,4,2,1,mobile,2,1
1,42.8,3,0,0,mobile,2,0
8,148.0,3,2,0,desktop,1,0
5,161.6,3,2,0,desktop,0,1
6,76.3,3,3,0,desktop,2,0
3,36.9,0,4,0,mobile,1,0
4,66.2,3,4,0,mobile,0,0
4,70.6,4,3,1,desktop,0,0
2,107.0,0,2,0,mobile,1,0
4,31.2,2,5,0,desktop,0,0
5,84.6,2,4,0,mobile,1,0
5,62.2,4,2,1,desktop,0,1
8,149.2,1,1,1,mobile,1,1
10,745.1,1,2,0,mobile,0,1
2,111.4,2,3,0,desktop,0,0
4,93.0,2,3,1,desktop,2,1
6,128.4,1,3,0,mobile,2,0
2,164.8,0,7,0,mobile,1,0
4,4.4,0,2,1,mobile,0,0
6,92.4,1,1,1,desktop,2,0
8,178.8,2,3,0,desktop,1,0
5,20.9,2,1,0,mobile,0,0
7,110.8,1,3,1,mobile,1,0
5,191.2,1,1,0,mobile,2,0
4,334.3,4,2,0,mobile,3,1
6,119.5,1,2,0,mobile,2,0
5,148.4,3,4,1,tablet,0,0
5,137.8,4,2,0,mobile,0,0
5,26.3,1,2,0,mobile,1,0
6,421.3,0,4,0,mobile,0,1
5,127.1,2,4,1,tablet,2,1
9,82.2,0,4,0,tablet,2,0
4,233.2,0,4,1,desktop,1,1
6,52.5,3,4,0,mobile,1,0
5,140.0,3,1,0,mobile,0,0
4,76.1,0,3,0,mobile,2,0
6,50.7,4,3,1,mobile,0,1
6,99.8,2,0,0,desktop,2,1
6,110.9,1,3,1,tablet,0,1
3,90.4,1,4,1,mobile,1,1
5,449.5,0,3,0,mobile,0,1
5,110.1,2,4,0,tablet,2,1
8,73.4,2,4,0,desktop,2,1
3,108.0,2,4,0,desktop,3,0
4,163.0,4,1,0,tablet,0,0
5,133.9,0,5,1,mobile,1,0
6,282.0,3,2,1,desktop,1,1
8,120.0,2,7,1,desktop,1,1
6,9.4,0,1,0,desktop,0,0
4,111.0,2,2,0,mobile,0,0
3,112.1,1,2,0,desktop,0,0
6,197.4,4,1,0,desktop,1,0
8,13.9,0,3,1,mobile,1,1
6,144.4,2,5,0,mobile,1,1
6,178.0,0,1,1,mobile,1,0
8,112.7,2,4,0,desktop,2,0
8,167.5,2,4,0,mobile,1,1
11,43.9,2,3,1,mobile,1,0
5,185.9,4,3,0,mobile,0,0
5,37.5,1,1,0,desktop,1,0
1,59.7,2,2,1,mobile,4,0
4,156.7,2,4,1,mobile,1,1
4,358.8,0,1,1,desktop,0,1
3,316.7,0,5,0,mobile,1,1
10,127.8,1,5,0,mobile,0,0
9,21.6,4,2,1,mobile,0,0
9,61.7,1,1,0,mobile,0,0
5,77.9,1,5,1,mobile,1,0
11,5.7,1,1,0,desktop,1,0
4,36.8,1,0,1,mobile,0,0
3,189.7,2,1,0,desktop,0,1
3,303.0,3,7,0,mobile,2,1
3,211.5,2,2,0,mobile,0,1
7,64.9,0,2,1,desktop,2,0
3,162.1,1,5,0,mobile,1,0
10,97.4,4,2,0,tablet,1,0
9,36.5,2,6,0,desktop,2,0
5,123.3,2,4,0,desktop,3,0
5,151.6,1,4,1,mobile,4,0
4,43.8,0,3,1,mobile,0,0
10,27.0,1,4,0,mobile,1,0
11,66.0,1,5,0,mobile,2,0
6,234.0,3,1,0,desktop,1,1
6,172.3,0,3,0,desktop,1,0
10,70.0,3,2,1,tablet,3,1
3,47.4,4,0,0,desktop,1,0
6,96.7,3,0,1,desktop,0,1
6,34.6,2,2,0,mobile,1,0
9,113.7,1,2,0,mobile,0,0
7,85.7,0,4,0,mobile,0,0
7,4.8,2,3,1,desktop,1,0
8,73.1,1,2,0,mobile,1,0
6,6.1,1,2,0,mobile,1,0
6,119.6,1,5,1,desktop,0,1
8,32.0,2,3,0,mobile,0,0
5,17.7,1,1,1,desktop,0,0
5,79.9,3,3,0,desktop,0,0
7,74.1,7,2,0,mobile,1,1
7,122.6,2,3,1,tablet,2,1
5,33.4,2,3,0,mobile,0,0
4,253.2,2,2,1,mobile,1,1
4,165.8,3,2,0,mobile,1,1
11,259.9,4,2,0,tablet,0,1
7,83.2,2,4,0,tablet,3,0
7,42.9,4,2,0,mobile,2,0
5,303.4,4,3,0,desktop,0,1
2,163.6,2,1,0,desktop,1,0
6,78.2,2,3,0,mobile,1,0
8,94.0,1,5,0,desktop,1,0
5,66.7,0,2,0,mobile,2,0
4,194.4,4,1,0,mobile,2,0
6,130.0,0,3,0,mobile,0,0
8,142.5,3,3,0,desktop,0,0
10,39.3,1,5,1,desktop,0,0
3,87.3,1,4,0,desktop,0,0
7,112.1,1,2,0,mobile,0,0
3,19.9,1,3,1,desktop,1,1
4,128.5,0,3,0,mobile,1,0
6,104.0,3,3,0,tablet,1,0
4,182.8,0,2,0,mobile,2,0
5,205.1,3,4,1,mobile,2,1
6,350.6,5,3,0,desktop,0,1
5,109.5,1,4,0,desktop,0,0
6,73.1,3,5,1,mobile,0,1
3,33.8,2,3,1,mobile,1,0
5,28.2,0,3,0,tablet,3,0
6,92.9,4,1,0,mobile,1,0
7,25.6,0,3,0,mobile,2,0
11,30.5,3,4,1,mobile,1,1
6,95.5,2,8,1,mobile,0,1
7,68.6,1,4,0,mobile,1,0
8,42.6,1,3,0,mobile,2,0
5,72.6,3,5,0,desktop,0,0
8,169.8,2,5,0,mobile,1,0
7,130.3,2,1,0,mobile,1,0
3,199.4,1,1,0,mobile,0,1
4,83.3,3,4,0,mobile,1,0
5,66.7,2,5,0,mobile,2,0
5,107.4,0,1,1,mobile,1,0
6,31.1,0,6,1,mobile,0,0
8,78.1,0,5,1,desktop,0,0
4,71.5,1,2,0,desktop,0,0
4,496.4,0,4,1,mobile,1,1
7,226.5,2,2,0,mobile,2,0
4,154.8,2,3,0,desktop,1,0
10,133.7,1,3,0,mobile,1,0
8,285.1,4,1,0,tablet,2,1
6,132.8,2,5,1,desktop,0,0
7,49.5,1,3,0,mobile,1,0
7,46.1,1,2,0,mobile,3,0
4,173.0,2,5,0,mobile,1,0
9,151.3,3,0,1,mobile,1,1
11,132.3,3,1,0,desktop,0,0
7,205.7,1,3,0,mobile,1,0
8,197.9,0,3,0,mobile,0,0
